Year,Month,DayofMonth,DayOfWeek,DepTime,ArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted
2011,7,7,4,1557,1657,XE,2936,N41104,60,36,3,2,IAH,AEX,190,3,21,0,NA,0
2011,10,20,4,1913,2126,WN,397,N207WN,133,121,16,28,HOU,MDW,937,5,7,0,NA,0
2011,10,20,4,832,927,WN,3495,N373SW,55,39,-3,-3,HOU,SAT,192,3,13,0,NA,0
2011,8,12,5,859,1008,CO,862,N57852,189,158,-12,-6,IAH,LAS,1222,14,17,0,NA,0
2011,9,20,2,713,1041,XE,4652,N14174,148,134,-23,-2,IAH,DTW,1075,6,8,0,NA,0
2011,7,31,7,756,850,WN,8,N647SW,54,40,-10,-4,HOU,DAL,239,4,10,0,NA,0
2011,3,13,7,2123,2243,WN,1332,N924WN,140,129,8,23,HOU,DEN,883,5,6,0,NA,0
2011,6,3,5,2100,2300,CO,1812,N32626,120,99,-21,-5,IAH,OMA,781,6,15,0,NA,0
2011,8,22,1,1215,1318,CO,1555,N37252,183,164,-7,-5,IAH,SAN,1303,4,15,0,NA,0
2011,8,20,6,1435,1617,WN,1736,N903WN,102,77,12,5,HOU,ECP,571,20,5,0,NA,0
2011,5,29,7,1547,1857,DL,8,N772NC,130,92,-2,-3,IAH,ATL,689,27,11,0,NA,0
2011,4,22,5,1433,1728,CO,746,N33209,175,145,23,3,IAH,ORD,925,15,15,0,NA,0
2011,5,7,6,1904,2143,CO,670,N14237,279,251,27,4,IAH,SFO,1635,7,21,0,NA,0
2011,1,8,6,1014,1405,CO,1544,N16632,171,135,11,-1,IAH,CLE,1091,10,26,0,NA,0
2011,4,16,6,912,1010,OO,1151,N703SK,118,97,8,-3,IAH,ELP,667,4,17,0,NA,0
2011,6,27,1,625,831,WN,491,N346SW,126,115,6,0,HOU,STL,687,5,6,0,NA,0
2011,2,14,1,1200,1309,AA,1505,N577AA,69,42,-16,-10,IAH,DFW,224,10,17,0,NA,0
2011,4,15,5,929,1234,CO,1767,N77431,305,275,29,-1,IAH,SEA,1874,5,25,0,NA,0
2011,1,21,5,1034,1342,XE,2622,N31131,128,104,-7,-6,IAH,CAE,878,3,21,0,NA,0
2011,2,8,2,927,1343,CO,1,N68061,496,473,-7,2,IAH,HNL,3904,5,18,0,NA,0
2011,6,8,3,1253,1618,XE,2396,N14173,145,124,4,3,IAH,CLT,913,6,15,0,NA,0
2011,6,10,5,818,900,WN,1,N928WN,42,30,-10,-2,HOU,CRP,187,4,8,0,NA,0
2011,7,28,4,1823,1927,XE,3027,N14930,64,47,15,13,IAH,HRL,295,2,15,0,NA,0
2011,7,6,3,701,852,OO,4484,N813SK,171,149,-18,1,IAH,SLC,1195,11,11,0,NA,0
2011,12,25,7,1421,1740,XE,4318,N13550,139,119,2,6,IAH,GSO,987,3,17,0,NA,0
2011,12,16,5,2128,2353,CO,1712,N74856,265,218,14,13,IAH,SFO,1635,5,42,0,NA,0
2011,2,15,2,1533,1844,XE,2298,N16151,131,109,-4,-2,IAH,IND,845,6,16,0,NA,0
2011,6,11,6,1428,1700,CO,767,N18220,272,250,10,3,IAH,SEA,1874,4,18,0,NA,0
2011,9,10,6,1258,1427,XE,2456,N13914,89,70,-2,-2,IAH,VPS,528,7,12,0,NA,0
2011,1,14,5,1812,1904,WN,48,N937WN,52,42,4,12,HOU,DAL,239,3,7,0,NA,0
2011,7,7,4,1809,1955,XE,2759,N15948,106,81,0,-6,IAH,BHM,562,4,21,0,NA,0
2011,6,1,3,1519,2019,CO,62,N73299,240,190,70,54,IAH,EWR,1400,11,39,0,NA,0
2011,12,30,5,1445,1827,XE,4318,N15555,162,121,49,30,IAH,GSO,987,4,37,0,NA,0
2011,11,7,1,937,1108,WN,907,N760SW,211,199,-22,-3,HOU,LAX,1390,5,7,0,NA,0
2011,10,19,3,1328,1415,WN,23,N323SW,47,34,5,8,HOU,CRP,187,5,8,0,NA,0
2011,8,15,1,1506,1656,CO,1869,N35204,230,213,-4,6,IAH,SFO,1635,6,11,0,NA,0
2011,6,27,1,904,1216,DL,1590,N762NC,132,100,4,-3,IAH,ATL,689,11,21,0,NA,0
2011,3,6,7,1129,1330,CO,1719,N76502,181,162,16,-1,IAH,MTJ,926,4,15,0,NA,0
2011,4,16,6,2105,2255,XE,2976,N11539,110,99,-2,-5,IAH,MCI,643,2,9,0,NA,0
2011,11,5,6,1749,1903,CO,59,N37287,134,116,-14,-1,IAH,DEN,862,6,12,0,NA,0
2011,3,8,2,1746,1858,OO,1151,N789SK,132,110,-7,-1,IAH,ABQ,744,5,17,0,NA,0
2011,6,21,2,1930,2040,XE,2731,N14937,70,45,43,30,IAH,SHV,192,6,19,0,NA,0
2011,7,3,7,1614,1723,WN,650,N258WN,189,173,-12,4,HOU,LAX,1390,8,8,0,NA,0
2011,8,1,1,736,854,OO,5816,N679SA,78,38,22,1,IAH,DAL,216,5,35,0,NA,0
2011,3,18,5,2106,2213,OO,1140,N771SK,127,112,-20,-9,IAH,COS,809,5,10,0,NA,0
2011,11,8,2,1830,2058,CO,1609,N16234,268,223,40,30,IAH,SMF,1609,6,39,0,NA,0
2011,4,3,7,1427,1752,XE,2198,N26141,145,121,18,12,IAH,CRW,975,3,21,0,NA,0
2011,9,30,5,1436,1534,XE,2406,N15941,58,38,14,16,IAH,DAL,216,3,17,0,NA,0
2011,4,16,6,1905,2241,XE,2171,N12167,156,140,-11,0,IAH,ORF,1201,3,13,0,NA,0
2011,10,15,6,1309,1402,OO,5240,N954SW,53,27,17,14,IAH,AUS,140,5,21,0,NA,0
2011,5,1,7,932,1130,CO,1470,N14237,238,211,1,-3,IAH,RNO,1530,5,22,0,NA,0
2011,3,12,6,1756,1904,XE,2425,N13970,68,49,-1,-4,IAH,BRO,308,4,15,0,NA,0
2011,12,27,2,916,1040,CO,1677,N77865,204,175,11,16,IAH,LAS,1222,10,19,0,NA,0
2011,11,7,1,719,822,CO,128,N37281,63,43,-6,4,IAH,MSY,305,3,17,0,NA,0
2011,2,14,1,1039,1418,XE,2446,N12142,159,134,9,-1,IAH,RDU,1043,5,20,0,NA,0
2011,9,1,4,1806,2203,CO,1541,N27724,177,159,3,-3,IAH,DCA,1208,4,14,0,NA,0
2011,1,25,2,2252,2339,XE,2956,N17196,47,29,-7,-8,IAH,AUS,140,5,13,0,NA,0
2011,6,1,3,1448,1506,XE,2601,N17196,138,120,-8,3,IAH,TUS,936,4,14,0,NA,0
2011,4,1,5,1228,1424,OO,5801,N471CA,116,103,101,103,IAH,STL,668,3,10,0,NA,0
2011,2,25,5,2017,1,CO,426,N18622,164,140,34,67,IAH,BWI,1235,7,17,0,NA,0
2011,5,18,3,2030,105,CO,582,N37263,215,191,87,100,IAH,BOS,1597,10,14,0,NA,0
2011,1,23,7,2111,2234,XE,2192,N13995,83,68,-9,-4,IAH,MAF,429,3,12,0,NA,0
2011,6,5,7,2206,2259,WN,1212,N483WN,53,40,9,11,HOU,HRL,276,3,10,0,NA,0
2011,9,1,4,934,1110,XE,2799,N12946,96,77,-9,-6,IAH,ICT,542,4,15,0,NA,0
2011,3,14,1,600,841,CO,1421,N39416,161,134,1,0,IAH,ORD,925,11,16,0,NA,0
2011,11,17,4,1330,1622,DL,2084,N920DE,112,88,-13,-1,IAH,ATL,689,9,15,0,NA,0
2011,9,8,4,1124,1301,XE,4659,N12946,97,76,1,-1,IAH,AMA,517,9,12,0,NA,0
2011,12,18,7,2251,16,OO,5163,N785SK,205,190,76,101,IAH,BFL,1428,5,10,0,NA,0
2011,8,17,3,1345,1701,XE,2587,N27190,136,121,-14,-5,IAH,RSW,861,2,13,0,NA,0
2011,8,2,2,1803,1942,XE,2759,N14570,99,80,-4,-2,IAH,BHM,562,4,15,0,NA,0
2011,1,2,7,1352,1640,XE,2599,N12172,168,152,2,-5,IAH,MSP,1034,4,12,0,NA,0
2011,11,1,2,1600,1857,DL,2126,N769NC,117,92,-18,-9,HOU,ATL,696,7,18,0,NA,0
2011,6,6,1,759,1053,WN,297,N242WN,114,104,-7,9,HOU,TPA,781,4,6,0,NA,0
2011,7,29,5,1045,1156,CO,1474,N73275,191,166,-2,15,IAH,LAX,1379,9,16,0,NA,0
2011,3,20,7,1614,1858,XE,2122,N18114,164,147,5,-1,IAH,MSP,1034,4,13,0,NA,0
2011,4,25,1,NA,NA,MQ,3265,N941MQ,NA,NA,NA,NA,HOU,DFW,247,NA,NA,1,B,0
2011,12,9,5,2012,2109,OO,5242,N986SW,57,38,-3,2,IAH,DAL,216,3,16,0,NA,0
2011,1,25,2,2049,2357,XE,3036,N16149,128,115,51,54,IAH,CHS,925,4,9,0,NA,0
2011,10,5,3,1706,1833,WN,2396,N280WN,207,197,53,46,HOU,SAN,1313,4,6,0,NA,0
2011,1,8,6,1534,1632,CO,35,N33266,58,31,9,-1,IAH,AUS,140,8,19,0,NA,0
2011,2,20,7,1739,1824,XE,2902,N13929,45,33,-14,-1,IAH,LFT,201,5,7,0,NA,0
2011,5,23,1,1904,2032,CO,1826,N73283,148,127,7,4,IAH,DEN,862,6,15,0,NA,0
2011,12,17,6,1953,2054,XE,4141,N12563,61,40,-10,-9,IAH,BTR,253,8,13,0,NA,0
2011,3,1,2,1425,1626,XE,2274,N13538,121,101,3,0,IAH,MCI,643,4,16,0,NA,0
2011,5,27,5,1919,2123,CO,1706,N87507,244,219,85,89,IAH,SJC,1609,5,20,0,NA,0
2011,3,7,1,1504,1718,WN,2018,N514SW,134,123,-17,-1,HOU,MDW,937,3,8,0,NA,0
2011,3,4,5,2103,2342,CO,467,N37253,279,262,0,-2,IAH,SEA,1874,5,12,0,NA,0
2011,7,3,7,1114,1300,XE,3002,N17108,106,91,59,64,IAH,BNA,657,7,8,0,NA,0
2011,6,18,6,1427,1631,OO,4455,N613QX,184,174,11,7,IAH,SLC,1195,3,7,0,NA,0
2011,7,9,6,1121,1325,OO,1190,N780SK,124,106,-3,-4,IAH,OMA,781,4,14,0,NA,0
2011,7,25,1,2037,2335,CO,1498,N17730,118,96,85,102,IAH,ATL,689,10,12,0,NA,0
2011,2,27,7,1556,1704,CO,623,N39416,68,49,80,81,IAH,MSY,305,4,15,0,NA,0
2011,5,30,1,1530,1841,XE,2298,N14171,131,111,-8,-5,IAH,IND,845,6,14,0,NA,0
2011,1,18,2,1530,1804,XE,2278,N18114,154,131,26,0,IAH,OMA,781,4,19,0,NA,0
2011,6,24,5,1500,1529,US,269,N822AW,149,134,-15,-5,IAH,PHX,1009,6,9,0,NA,0
2011,8,11,4,1146,1416,CO,1547,N57439,150,121,-5,1,IAH,ORD,925,13,16,0,NA,0
2011,10,26,3,1843,2227,CO,1027,N24633,164,131,-11,-7,IAH,DTW,1075,10,23,0,NA,0
2011,6,24,5,1539,1633,CO,1872,N24224,174,158,17,39,IAH,SAN,1303,4,12,0,NA,0
2011,6,2,4,2009,2127,MQ,3724,N522MQ,198,176,2,24,IAH,LAX,1379,6,16,0,NA,0
2011,8,10,3,853,1201,XE,2183,N15555,128,110,9,8,IAH,SDF,788,6,12,0,NA,0
2011,1,30,7,1912,2108,XE,2873,N14938,116,80,38,32,IAH,AMA,519,5,31,0,NA,0
2011,11,28,1,1301,1705,CO,1137,N87527,184,160,17,3,IAH,DCA,1208,4,20,0,NA,0
2011,5,27,5,629,723,WN,2,N411WN,54,45,-2,-1,HOU,DAL,239,3,6,0,NA,0
2011,3,24,4,2104,2234,CO,597,N37408,210,183,1,-1,IAH,LAS,1222,10,17,0,NA,0
2011,4,11,1,1932,2312,XE,2027,N14162,160,131,20,12,IAH,GRR,1042,5,24,0,NA,0
2011,6,2,4,1307,1452,WN,113,N399WN,105,92,-3,2,HOU,BNA,670,6,7,0,NA,0
2011,10,17,1,554,910,AA,466,N3EJAA,136,120,-10,-6,IAH,MIA,964,4,12,0,NA,0
2011,4,27,3,1130,1349,MQ,3796,N500MQ,139,122,-1,10,IAH,ORD,925,6,11,0,NA,0
2011,5,9,1,1033,1459,CO,1786,N77295,206,185,6,3,IAH,PHL,1324,6,15,0,NA,0
2011,1,24,1,1035,1358,XE,2268,N33182,143,122,-11,-5,IAH,PBI,956,2,19,0,NA,0
2011,5,9,1,1338,1441,WN,1154,N446WN,63,51,-9,-2,HOU,JAN,359,5,7,0,NA,0
2011,6,2,4,1759,2110,OO,5835,N929SW,131,106,10,-1,IAH,ATL,689,6,19,0,NA,0
2011,12,17,6,1912,2259,CO,1111,N23708,167,143,10,17,IAH,DCA,1208,5,19,0,NA,0
2011,4,20,3,1737,1818,CO,520,N73406,161,144,4,7,IAH,PHX,1009,5,12,0,NA,0
2011,9,12,1,1729,2034,WN,39,N657SW,125,111,-31,-1,HOU,MCO,849,6,8,0,NA,0
2011,3,13,7,1635,1803,XE,2465,N11548,88,65,4,2,IAH,MAF,429,6,17,0,NA,0
2011,12,19,1,1547,1921,XE,4275,N17185,154,131,13,12,IAH,RDU,1042,7,16,0,NA,0
2011,7,12,2,1340,1723,CO,1887,N73283,163,139,3,-5,IAH,FLL,965,3,21,0,NA,0
2011,7,15,5,1032,1419,XE,2295,N23139,167,140,39,2,IAH,SAV,851,4,23,0,NA,0
2011,12,27,2,1208,1615,CO,1204,N27724,187,170,16,29,IAH,LGA,1416,7,10,0,NA,0
2011,3,5,6,1504,1640,XE,2601,N14203,156,134,-3,-1,IAH,TUS,936,4,18,0,NA,0
2011,1,17,1,1544,1835,XE,2948,N11189,171,145,19,-1,IAH,MKE,984,8,18,0,NA,0
2011,2,20,7,1526,1648,XE,2944,N12564,82,66,-18,-4,IAH,MEM,469,5,11,0,NA,0
2011,11,6,7,958,1052,WN,16,N664WN,54,43,-8,-2,HOU,DAL,239,3,8,0,NA,0
2011,1,21,5,1538,1634,XE,2442,N13161,56,32,-6,-7,IAH,LFT,201,6,18,0,NA,0
2011,12,29,4,1336,1611,CO,1501,N32404,155,124,16,21,IAH,ORD,925,7,24,0,NA,0
2011,4,13,3,1239,1549,OO,1187,N773SK,130,114,-18,-4,IAH,CLT,913,4,12,0,NA,0
2011,7,6,3,1037,1547,CO,1837,N37287,250,228,18,-2,IAH,LGA,1416,7,15,0,NA,0
2011,6,23,4,1328,1702,CO,1548,N37281,154,136,3,3,IAH,FLL,965,6,12,0,NA,0
2011,1,17,1,827,1127,XE,2435,N14991,120,107,3,-2,IAH,JAX,817,4,9,0,NA,0
2011,10,22,6,1532,1617,XE,4177,N15926,45,32,-22,2,IAH,SHV,192,6,7,0,NA,0
2011,12,1,4,1913,2019,XE,4555,N14933,66,39,-6,-2,IAH,MLU,262,5,22,0,NA,0
2011,4,3,7,1415,1507,WN,32,N326SW,52,42,7,15,HOU,DAL,239,3,7,0,NA,0
2011,11,12,6,1926,2242,CO,1523,N76517,136,111,-5,1,IAH,PBI,956,5,20,0,NA,0
2011,11,27,7,2154,2241,WN,1129,N339SW,107,93,-14,-1,HOU,ELP,677,4,10,0,NA,0
2011,8,31,3,659,1011,DL,810,N979DL,132,104,-4,-3,IAH,ATL,689,16,12,0,NA,0
2011,3,18,5,858,1011,WN,1469,N226WN,73,63,-14,-2,HOU,MAF,441,3,7,0,NA,0
2011,5,17,2,658,824,WN,273,N372SW,86,71,4,-2,HOU,TUL,453,3,12,0,NA,0
2011,5,10,2,1920,2222,CO,500,N27724,122,106,-23,-5,IAH,IND,845,5,11,0,NA,0
2011,11,22,2,937,1224,CO,1179,N12216,227,151,74,27,IAH,PHX,1009,9,67,0,NA,0
2011,2,3,4,1417,1552,WN,23,N731SA,95,79,37,52,HOU,BNA,670,6,10,0,NA,0
2011,9,17,6,914,1014,OO,2047,N784SK,120,102,9,14,IAH,ABQ,744,3,15,0,NA,0
2011,1,17,1,1404,1451,WN,195,N689SW,47,35,-4,-1,HOU,CRP,187,4,8,0,NA,0
2011,8,24,3,2257,36,XE,2493,N16944,99,84,100,97,IAH,ICT,542,6,9,0,NA,0
2011,6,8,3,1928,2049,XE,3022,N15948,81,57,4,-2,IAH,GPT,376,6,18,0,NA,0
2011,7,8,5,1526,1617,WN,31,N624SW,51,32,2,1,HOU,CRP,187,4,15,0,NA,0
2011,8,13,6,1155,1303,WN,3617,N294WN,188,173,-17,0,HOU,LAX,1390,8,7,0,NA,0
2011,1,27,4,1348,1658,XE,2010,N26549,130,111,21,15,IAH,SDF,788,6,13,0,NA,0
2011,11,21,1,2018,2154,XE,4421,N11113,96,80,-1,8,IAH,HSV,595,6,10,0,NA,0
2011,9,15,4,2022,2158,MQ,3724,N8EGMQ,216,193,-2,-8,IAH,LAX,1379,7,16,0,NA,0
2011,3,26,6,1002,1129,WN,2976,N513SW,87,78,-11,-3,HOU,BHM,570,3,6,0,NA,0
2011,10,30,7,602,818,OO,5566,N788SK,136,115,-13,2,IAH,ORD,925,8,13,0,NA,0
2011,1,15,6,1656,1746,WN,863,N940WN,50,39,1,1,HOU,CRP,187,5,6,0,NA,0
2011,10,17,1,630,750,WN,3493,N914WN,140,129,-5,0,HOU,DEN,883,4,7,0,NA,0
2011,8,29,1,1012,1405,CO,1244,N11612,173,147,4,-3,IAH,PIT,1117,11,15,0,NA,0
2011,2,28,1,2134,24,CO,209,N37274,290,262,26,9,IAH,PDX,1825,6,22,0,NA,0
2011,1,22,6,1551,1841,DL,8,N949DL,110,89,-22,-8,IAH,ATL,689,8,13,0,NA,0
2011,12,27,2,614,733,WN,459,N968WN,199,183,-7,-1,HOU,LAS,1235,5,11,0,NA,0
2011,5,30,1,1620,1751,XE,2695,N15555,91,79,19,25,IAH,BHM,562,3,9,0,NA,0
2011,11,29,2,1729,2037,XE,4481,N14960,128,112,-4,-1,IAH,SDF,788,4,12,0,NA,0
2011,6,19,7,2004,2104,AA,426,N436AA,60,43,-21,-1,IAH,DFW,224,6,11,0,NA,0
2011,9,27,2,2258,2352,XE,2450,N13132,54,33,-2,-7,IAH,SAT,191,8,13,0,NA,0
2011,3,5,6,2145,2304,OO,5823,N964SW,79,65,28,30,IAH,MAF,429,3,11,0,NA,0
2011,2,28,1,1430,1654,CO,370,N38268,264,235,9,5,IAH,SFO,1635,5,24,0,NA,0
2011,7,23,6,737,853,XE,2891,N14945,76,54,4,0,IAH,JAN,351,5,17,0,NA,0
2011,1,9,7,2109,2319,CO,1046,N75854,130,112,-8,14,IAH,ORD,925,7,11,0,NA,0
2011,8,9,2,1704,2006,CO,1852,N34282,122,101,66,79,IAH,TPA,787,6,15,0,NA,0
2011,3,11,5,1255,1619,XE,2841,N11127,144,125,9,5,IAH,DAY,929,3,16,0,NA,0
2011,6,19,7,1631,1723,WN,42,N735SA,52,41,-7,1,HOU,DAL,239,3,8,0,NA,0
2011,5,12,4,1020,1138,XE,3119,N14945,78,62,-5,-5,IAH,MOB,427,5,11,0,NA,0
2011,4,12,2,730,1123,CO,258,N23721,173,149,-14,-5,IAH,DCA,1208,4,20,0,NA,0
2011,1,30,7,1915,2215,CO,1506,N77430,120,89,9,15,IAH,TPA,787,5,26,0,NA,0
2011,1,26,3,643,748,WN,2984,N910WN,65,44,3,-2,HOU,MSY,303,4,17,0,NA,0
2011,9,29,4,2101,2116,OO,2046,N766SK,135,115,-11,6,IAH,TUS,936,4,16,0,NA,0
2011,4,18,1,1902,2252,CO,658,N23707,170,146,-4,2,IAH,DCA,1208,4,20,0,NA,0
2011,11,22,2,2053,2236,XE,4674,N11184,103,80,27,33,IAH,BNA,657,8,15,0,NA,0
2011,4,17,7,926,1046,WN,1695,N909WN,140,127,56,66,HOU,DEN,883,5,8,0,NA,0
2011,1,13,4,1151,1342,WN,680,N330SW,111,97,17,16,HOU,BNA,670,5,9,0,NA,0
2011,1,13,4,2106,2209,CO,1423,N12216,63,45,-2,1,IAH,MSY,305,4,14,0,NA,0
2011,5,22,7,1131,1345,OO,1191,N738SK,194,168,13,1,IAH,SLC,1195,4,22,0,NA,0
2011,7,27,3,1241,1422,XE,2881,N12166,101,89,-12,-1,IAH,BNA,657,5,7,0,NA,0
2011,1,8,6,1008,1118,XE,3119,N12921,70,56,-11,-7,IAH,MOB,427,6,8,0,NA,0
2011,8,15,1,2041,2357,CO,1830,N33262,136,118,83,101,IAH,PBI,956,3,15,0,NA,0
2011,6,10,5,1827,1909,WN,43,N332SW,42,31,-11,-3,HOU,CRP,187,4,7,0,NA,0
2011,4,29,5,2052,2230,OO,1172,N791SK,218,199,-10,2,IAH,BFL,1428,5,14,0,NA,0
2011,1,3,1,2135,2337,WN,165,N232WN,242,230,42,60,HOU,OAK,1642,5,7,0,NA,0
2011,5,30,1,1145,1228,CO,1620,N30401,163,144,-1,5,IAH,PHX,1009,7,12,0,NA,0
2011,3,30,3,2116,2251,CO,195,N27205,215,184,1,6,IAH,LAX,1379,12,19,0,NA,0
2011,12,12,1,1429,1849,CO,62,N26123,200,176,-14,-1,IAH,EWR,1400,14,10,0,NA,0
2011,3,23,3,802,935,XE,3040,N18982,93,74,-6,-5,IAH,BHM,562,3,16,0,NA,0
2011,8,15,1,1035,1136,WN,1707,N445WN,61,49,-4,0,HOU,MSY,302,4,8,0,NA,0
2011,7,27,3,721,908,WN,629,N252WN,107,94,-7,1,HOU,BNA,670,6,7,0,NA,0
2011,8,18,4,1047,1358,CO,1656,N27610,131,106,-7,-3,IAH,TPA,787,5,20,0,NA,0
2011,4,27,3,745,901,WN,171,N392SW,76,66,1,0,HOU,OKC,419,3,7,0,NA,0
2011,2,20,7,1530,2000,B6,624,N190JB,210,186,0,-5,HOU,JFK,1428,7,17,0,NA,0
2011,6,21,2,1442,1926,CO,62,N41135,224,197,13,14,IAH,EWR,1400,13,14,0,NA,0
2011,5,27,5,801,856,WN,8,N262WN,55,44,-4,1,HOU,DAL,239,4,7,0,NA,0
2011,11,13,7,1334,1652,CO,1151,N78438,138,112,6,4,IAH,MCO,854,10,16,0,NA,0
2011,1,6,4,1342,1640,XE,2472,N14180,118,95,-3,-3,IAH,JAX,817,6,17,0,NA,0
2011,5,13,5,1116,1304,OO,1132,N771SK,108,90,2,11,IAH,STL,668,4,14,0,NA,0
2011,9,15,4,1253,1643,CO,1197,N78509,170,154,-10,-4,IAH,BWI,1235,5,11,0,NA,0
2011,1,31,1,1442,1842,CO,158,N13750,180,142,7,-3,IAH,DCA,1208,4,34,0,NA,0
2011,2,28,1,845,1211,US,944,N531AU,146,113,5,0,IAH,CLT,913,9,24,0,NA,0
2011,4,10,7,2009,2327,XE,2288,N26141,138,108,10,4,IAH,DAY,929,5,25,0,NA,0
2011,11,6,7,1600,1715,CO,1638,N16617,135,116,-21,0,IAH,DEN,862,7,12,0,NA,0
2011,4,15,5,1309,1757,CO,482,N32404,228,191,2,4,IAH,BOS,1597,11,26,0,NA,0
2011,4,2,6,1002,1312,AA,2137,N3BYAA,130,111,-18,-8,IAH,MIA,964,10,9,0,NA,0
2011,12,22,4,2227,2329,XE,4586,N14930,62,47,60,67,IAH,HRL,295,4,11,0,NA,0
2011,12,19,1,1320,1623,WN,21,N335SW,123,112,8,15,HOU,MCO,849,5,6,0,NA,0
2011,3,5,6,1431,1529,XE,2003,N12552,58,30,29,16,IAH,AUS,140,5,23,0,NA,0
2011,12,27,2,1356,1812,US,1824,N952UW,196,178,51,46,IAH,PHL,1325,7,11,0,NA,0
2011,8,5,5,1027,1351,CO,1822,N77296,144,124,-14,2,IAH,FLL,965,4,16,0,NA,0
2011,7,27,3,1923,53,XE,2027,N21154,NA,NA,NA,3,IAH,GRR,1042,7,20,0,NA,1
2011,12,26,1,1904,2036,CO,1535,N87531,152,128,-11,4,IAH,DEN,862,6,18,0,NA,0
2011,12,11,7,1049,1239,CO,1522,N26210,230,208,22,19,IAH,LAX,1379,8,14,0,NA,0
2011,9,19,1,1732,1954,CO,1523,N14230,262,248,-4,2,IAH,SEA,1874,5,9,0,NA,0
2011,1,3,1,1538,1724,WN,457,N267WN,106,91,-1,8,HOU,STL,687,6,9,0,NA,0
